,root,type,struct,f_pos,notes,difficulty,complexity,chord
114,C#,aug,1;3;#5,"x,x,4,2,3,1","C#,E#,G##,C#",2,44.1,C#aug
115,C#,maj,1;3;5,"x,4,3,1,2,1","C#,E#,G#,C#,E#",3,30.87,C#maj
125,C#,maj9,1;3;5;7;9,"x,x,4,1,2,1","C#,D#,G#,B#",2,52.92,C#maj9
116,C#,maj,1;3;5,"x,1,3,3,3,x","C#,G#,C#,E#",2,30.87,C#maj
118,C#,maj,1;3;5,"x,x,3,3,3,x","G#,C#,E#",1,30.87,C#maj
119,C#,maj,1;3;5,"x,1,2,3,4,1","C#,G#,C#,E#,G#",3,30.87,C#maj
120,C#,11,1;3;5;b7;9;11,"x,1,1,1,1,1","C#,F#,B,D#,G#",3,61.74,C#11
121,C#,11,1;3;5;b7;9;11,"4,x,3,2,1,1","C#,B,D#,F#,B",3,61.74,C#11
122,C#,11,1;3;5;b7;9;11,"x,x,1,1,2,1","C#,F#,B,D#",2,61.74,C#11
123,C#,maj9,1;3;5;7;9,"x,2,1,4,3,x","C#,E#,B#,D#",2,52.92,C#maj9
117,C#,maj,1;3;5,"1,3,4,2,1,1","C#,G#,C#,E#,G#,C#",4,30.87,C#maj
141,C#,m,1;b3;5,"x,x,1,3,4,2","C#,G#,C#,E",2,22.05,C#m
168,C#,dim,1;b3;b5,"x,1,2,4,3,x","C#,G,C#,E",2,22.05,C#dim
143,C#,m,1;b3;5,"x,3,4,1,1,x","G#,C#,E,G#",2,22.05,C#m
173,C#,6,1;3;5;6,"x,4,2,3,1,x","C#,E#,A#,C#",2,26.46,C#6
172,C#,dim,1;b3;b5,"x,3,1,x,x,x","C#,E",0,22.05,C#dim
171,C#,dim,1;b3;b5,"x,2,x,0,x,1","C#,G,G",1,22.05,C#dim
170,C#,dim,1;b3;b5,"1,2,3,1,x,x","C#,G,C#,E",2,22.05,C#dim
169,C#,dim,1;b3;b5,"x,x,4,3,1,2","C#,E,G,C#",2,22.05,C#dim
110,C#,dim7,1;b3;b5;bb7,"x,3,1,2,x,x","C#,E,Bb",1,44.1,C#dim7
167,C#,m7,1;b3;5;b7,"1,x,1,1,1,1","C#,B,E,G#,C#",3,44.1,C#m7
166,C#,m7,1;b3;5;b7,"x,3,x,x,0,0","C#,B,E",1,44.1,C#m7
165,C#,m7,1;b3;5;b7,"1,1,3,4,0,0","G#,C#,G#,C#,B,E",4,44.1,C#m7
164,C#,m7,1;b3;5;b7,"x,1,x,2,3,x","C#,B,E",1,44.1,C#m7
163,C#,m7,1;b3;5;b7,"x,1,x,1,2,4","C#,B,E,B",2,44.1,C#m7
162,C#,m7,1;b3;5;b7,"x,1,3,4,0,0","C#,G#,C#,B,E",3,44.1,C#m7
161,C#,m7,1;b3;5;b7,"x,1,3,1,2,x","C#,G#,B,E",2,44.1,C#m7
160,C#,m7,1;b3;5;b7,"x,2,1,3,4,x","C#,E,B,E",2,44.1,C#m7
142,C#,m,1;b3;5,"x,1,3,4,2,x","C#,G#,C#,E",2,22.05,C#m
159,C#,m7,1;b3;5;b7,"2,1,3,4,0,0","C#,E,B,E,B,E",4,44.1,C#m7
157,C#,m7,1;b3;5;b7,"2,x,3,3,3,x","C#,B,E,G#",2,44.1,C#m7
156,C#,m7,1;b3;5;b7,"x,2,1,3,x,x","C#,E,B",1,44.1,C#m7
155,C#,m7,1;b3;5;b7,"2,x,3,3,x,x","C#,B,E",1,44.1,C#m7
154,C#,m7,1;b3;5;b7,"1,3,1,1,1,1","C#,G#,B,E,G#,C#",4,44.1,C#m7
153,C#,m7,1;b3;5;b7,"1,3,1,1,4,1","C#,G#,B,E,B,C#",4,44.1,C#m7
152,C#,m7,1;b3;5;b7,"x,1,3,1,2,1","C#,G#,B,E,G#",3,44.1,C#m7
151,C#,m7,1;b3;5;b7,"x,3,1,4,1,x","C#,E,B,C#",2,44.1,C#m7
150,C#,9(#11),1;3;5;b7;9;#11,"x,2,1,3,4,1","C#,E#,B,D#,F##",3,61.74,C#9(#11)
149,C#,7b5,1;3;b5;b7,"1,3,2,4,x,x","C#,G,B,E#",2,52.92,C#7b5
148,C#,7b5,1;3;b5;b7,"x,x,2,4,1,3","B,E#,G,C#",2,52.92,C#7b5
147,C#,7b5,1;3;b5;b7,"x,1,2,1,3,x","C#,G,B,E#",2,52.92,C#7b5
146,C#,m,1;b3;5,"x,x,3,1,1,1","C#,E,G#,C#",2,22.05,C#m
145,C#,m,1;b3;5,"3,1,x,x,x,x","C#,E",0,22.05,C#m
144,C#,m,1;b3;5,"x,3,1,x,x,x","C#,E",0,22.05,C#m
158,C#,m7,1;b3;5;b7,"x,1,x,2,4,3","C#,B,E,G#",2,44.1,C#m7
109,C#,dim7,1;b3;b5;bb7,"3,x,1,4,2,x","G,E,Bb,C#",2,44.1,C#dim7
82,C#,9,1;3;5;b7;9,"x,2,1,3,4,x","C#,E#,B,D#",2,52.92,C#9
107,C#,dim7,1;b3;b5;bb7,"2,x,1,3,x,x","C#,Bb,E",1,44.1,C#dim7
180,C#,7sus4,1;4;5;b7,"x,1,3,1,4,1","C#,G#,B,F#,G#",3,39.69,C#7sus4
181,C#,7sus4,1;4;5;b7,"1,3,1,4,1,1","C#,G#,B,F#,G#,C#",4,39.69,C#7sus4
182,C#,7sus4,1;4;5;b7,"1,x,1,4,x,x","C#,B,F#",1,39.69,C#7sus4
183,C#,maj7,1;3;5;7,"x,4,3,1,1,1","C#,E#,G#,B#,E#",3,26.46,C#maj7
184,C#,maj7,1;3;5;7,"x,1,3,2,4,1","C#,G#,B#,E#,G#",3,26.46,C#maj7
185,C#,maj7,1;3;5;7,"x,x,4,3,2,1","C#,E#,G#,B#",2,26.46,C#maj7
186,C#,5,1;5,"x,1,3,x,x,x","C#,G#",0,0.0,C#5
187,C#,5,1;5,"x,1,3,4,x,x","C#,G#,C#",1,0.0,C#5
188,C#,5,1;5,"1,1,3,x,x,x","G#,C#,G#",1,0.0,C#5
189,C#,5,1;5,"1,3,4,x,x,x","C#,G#,C#",1,0.0,C#5
190,C#,5,1;5,"x,x,1,3,4,x","C#,G#,C#",1,0.0,C#5
191,C#,m6,1;b3;5;6,"x,3,1,2,1,x","C#,E,A#,C#",2,44.1,C#m6
192,C#,m6,1;b3;5;6,"x,1,x,3,2,4","C#,C#,E,A#",2,44.1,C#m6
193,C#,m6,1;b3;5;6,"1,x,3,1,4,1","C#,C#,E,A#,C#",3,44.1,C#m6
179,C#,7sus4,1;4;5;b7,"x,2,3,4,1,x","C#,F#,B,C#",2,39.69,C#7sus4
194,C#,m6,1;b3;5;6,"3,1,2,x,x,x","C#,E,A#",1,44.1,C#m6
196,C#,7(b9),1;3;5;b7;b9,"3,2,4,1,x,x","C#,E#,B,D",2,52.92,C#7(b9)
197,C#,7(b9),1;3;5;b7;b9,"1,x,1,2,1,3","C#,B,E#,G#,D",3,52.92,C#7(b9)
198,C#,m9,1;b3;5;b7;9,"x,2,1,3,4,x","C#,E,B,D#",2,61.74,C#m9
199,C#,m9,1;b3;5;b7;9,"3,1,4,2,x,x","C#,E,B,D#",2,61.74,C#m9
200,C#,m9,1;b3;5;b7;9,"1,3,1,1,1,4","C#,G#,B,E,G#,D#",4,61.74,C#m9
201,C#,m9,1;b3;5;b7;9,"x,x,1,1,1,4","B,E,G#,D#",2,61.74,C#m9
202,C#,m9,1;b3;5;b7;9,"2,x,1,3,4,x","G#,E,B,D#",2,61.74,C#m9
203,C#,m9,1;b3;5;b7;9,"1,x,1,1,1,4","C#,B,E,G#,D#",3,61.74,C#m9
204,C#,sus4,1;4;5,"x,1,2,3,4,1","C#,G#,C#,F#,G#",3,17.64,C#sus4
205,C#,sus4,1;4;5,"x,x,1,1,2,4","G#,C#,F#,C#",2,17.64,C#sus4
206,C#,sus4,1;4;5,"1,1,3,4,1,1","C#,F#,C#,F#,G#,C#",4,17.64,C#sus4
207,C#,6/9,1;3;5;6;9,"x,2,1,1,3,4","C#,E#,A#,D#,G#",3,52.92,C#6/9
208,C#,6/9,1;3;5;6;9,"2,1,1,1,3,4","C#,E#,A#,D#,G#,C#",4,52.92,C#6/9
209,C#,6/9,1;3;5;6;9,"x,x,2,1,3,4","C#,E#,A#,D#",2,52.92,C#6/9
195,C#,7(b9),1;3;5;b7;b9,"x,2,1,3,1,x","C#,E#,B,D",2,52.92,C#7(b9)
108,C#,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","E,Bb,C#,G",2,44.1,C#dim7
178,C#,7(#5),1;3;#5;b7,"1,x,1,2,3,1","C#,B,E#,G##,C#",3,44.1,C#7(#5)
77,C#,13,1;3;5;b7;9;11;13,"3,x,4,2,1,1","C#,B,D#,E#,A#",3,74.97,C#13
106,C#,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","Bb,E,G,C#",2,44.1,C#dim7
105,C#,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","G,C#,E,Bb",2,44.1,C#dim7
176,C#,7(#5),1;3;#5;b7,"x,1,2,1,1,x","B,E#,G##,C#",2,44.1,C#7(#5)
103,C#,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","C#,G,Bb,E",2,44.1,C#dim7
102,C#,dim7,1;b3;b5;bb7,"x,2,3,1,4,x","E,Bb,C#,G",2,44.1,C#dim7
101,C#,dim7,1;b3;b5;bb7,"2,4,1,3,x,x","G,C#,E,Bb",2,44.1,C#dim7
177,C#,7(#5),1;3;#5;b7,"x,1,4,1,3,2","C#,G##,B,E#,G##",3,44.1,C#7(#5)
100,C#,7,1;3;5;b7,"x,x,1,3,2,4","C#,G#,B,E#",2,44.1,C#7
99,C#,7,1;3;5;b7,"x,x,1,1,1,2","G#,C#,E#,B",2,44.1,C#7
98,C#,7,1;3;5;b7,"1,x,1,2,x,x","C#,B,E#",1,44.1,C#7
97,C#,7,1;3;5;b7,"x,2,1,3,x,x","C#,E#,B",1,44.1,C#7
96,C#,7,1;3;5;b7,"1,3,1,2,1,1","C#,G#,B,E#,G#,C#",4,44.1,C#7
95,C#,7,1;3;5;b7,"2,x,3,4,1,x","G#,E#,B,C#",2,44.1,C#7
94,C#,7,1;3;5;b7,"x,2,1,3,0,4","C#,E#,B,B,G#",3,44.1,C#7
76,C#,13,1;3;5;b7;9;11;13,"x,2,1,3,3,4","C#,E#,B,D#,A#",3,74.97,C#13
93,C#,7,1;3;5;b7,"x,x,2,3,1,4","E#,B,C#,G#",2,44.1,C#7
91,C#,7,1;3;5;b7,"x,1,3,1,4,1","C#,G#,B,E#,G#",3,44.1,C#7
90,C#,7,1;3;5;b7,"x,3,2,4,1,x","C#,E#,B,C#",2,44.1,C#7
89,C#,9b5,1;3;b5;b7;9,"x,x,1,2,3,1","C#,G,B,D#",2,70.56,C#9b5
88,C#,9b5,1;3;b5;b7;9,"2,1,3,1,1,4","C#,E#,B,D#,G,C#",4,70.56,C#9b5
87,C#,9b5,1;3;b5;b7;9,"1,2,1,3,4,1","G,C#,E#,B,D#,G",4,70.56,C#9b5
86,C#,9,1;3;5;b7;9,"x,x,3,2,1,4","B,D#,E#,C#",2,52.92,C#9
85,C#,9,1;3;5;b7;9,"x,2,1,3,3,3","C#,E#,B,D#,G#",3,52.92,C#9
84,C#,9,1;3;5;b7;9,"x,x,2,1,3,4","B,D#,G#,C#",2,52.92,C#9
83,C#,9,1;3;5;b7;9,"x,1,3,2,4,x","E#,B,D#,G#",2,52.92,C#9
174,C#,6,1;3;5;6,"x,1,3,3,3,3","C#,G#,C#,E#,A#",3,26.46,C#6
81,C#,7(#9),1;3;5;b7;#9,"1,3,1,2,1,4","C#,G#,B,E#,G#,D##",4,52.92,C#7(#9)
80,C#,7(#9),1;3;5;b7;#9,"2,1,3,3,3,x","C#,E#,B,D##,G#",3,52.92,C#7(#9)
79,C#,7(#9),1;3;5;b7;#9,"x,2,1,3,4,x","C#,E#,B,D##",2,52.92,C#7(#9)
78,C#,13,1;3;5;b7;9;11;13,"1,x,1,2,3,4","C#,B,E#,A#,D#",3,74.97,C#13
92,C#,7,1;3;5;b7,"1,3,1,2,4,1","C#,G#,B,E#,B,C#",4,44.1,C#7
175,C#,6,1;3;5;6,"1,x,3,2,4,1","C#,C#,E#,A#,C#",3,26.46,C#6
845,Cb,7,1;3;5;b7,"1,x,2,3,x,x","Cb,Bbb,Eb",1,44.1,Cb7
1984,D,m6,1;b3;5;6,"x,x,3,1,2,x","A,B,F",1,44.1,Dm6
2008,D,sus4,1;4;5,"x,x,0,1,3,4","D,A,D,G",2,17.64,Dsus4
2009,D,6/9,1;3;5;6;9,"x,2,1,1,3,4","D,F#,B,E,A",3,52.92,D6/9
2010,D,6/9,1;3;5;6;9,"2,1,1,1,3,4","D,F#,B,E,A,D",4,52.92,D6/9
2011,D,6/9,1;3;5;6;9,"x,x,2,1,3,4","D,F#,B,E",2,52.92,D6/9
2012,D,6/9,1;3;5;6;9,"1,3,4,2,0,0","D,A,D,F#,B,E",4,52.92,D6/9
2013,D,6/9,1;3;5;6;9,"x,1,3,4,0,0","D,A,D,B,E",3,52.92,D6/9
2014,D,6/9,1;3;5;6;9,"x,1,x,2,3,0","B,A,D,E",2,52.92,D6/9
2015,D,6/9,1;3;5;6;9,"x,x,0,2,0,0","D,A,B,E",2,52.92,D6/9
2007,D,sus4,1;4;5,"1,1,3,4,1,1","D,G,D,G,A,D",4,17.64,Dsus4
2016,D,6/9,1;3;5;6;9,"x,2,3,1,0,0","A,D,F#,B,E",3,52.92,D6/9
1983,D,m6,1;b3;5;6,"x,3,1,2,1,4","D,F,B,D,A",3,44.1,Dm6
1982,D,m6,1;b3;5;6,"x,x,1,3,1,2","D,A,B,F",2,44.1,Dm6
1981,D,m6,1;b3;5;6,"1,4,3,1,1,1","D,B,D,F,A,D",4,44.1,Dm6
1980,D,m6,1;b3;5;6,"2,x,1,3,3,3","D,B,F,A,D",3,44.1,Dm6
1979,D,m6,1;b3;5;6,"x,3,1,2,4,x","D,F,B,F",2,44.1,Dm6
1978,D,m6,1;b3;5;6,"x,3,1,2,1,x","D,F,B,D",2,44.1,Dm6
1977,D,m6,1;b3;5;6,"x,x,0,2,0,1","D,A,B,F",2,44.1,Dm6
1976,D,m6,1;b3;5;6,"1,x,3,1,4,1","D,D,F,B,D",3,44.1,Dm6
2017,D,6/9,1;3;5;6;9,"2,x,0,3,0,0","F#,D,A,B,E",3,52.92,D6/9
2006,D,sus4,1;4;5,"x,1,2,3,4,1","D,A,D,G,A",3,17.64,Dsus4
2005,D,sus4,1;4;5,"x,0,0,1,3,4","A,D,A,D,G",3,17.64,Dsus4
2004,D,13(b9),1;3;5;b7;b9;11;13,"3,x,4,2,1,1","D,C,Eb,F#,B",3,83.79,D13(b9)
1985,D,m6/9,1;b3;5;6;9,"x,3,1,2,4,x","D,F,B,E",2,44.1,Dm6/9
1986,D,7(b9),1;3;5;b7;b9,"x,2,1,3,1,x","D,F#,C,Eb",2,52.92,D7(b9)
1987,D,7(b9),1;3;5;b7;b9,"3,2,4,1,x,x","D,F#,C,Eb",2,52.92,D7(b9)
1988,D,7(b9),1;3;5;b7;b9,"1,x,1,2,1,3","D,C,F#,A,Eb",3,52.92,D7(b9)
1989,D,7(b9),1;3;5;b7;b9,"x,2,3,1,4,x","F#,C,Eb,A",2,52.92,D7(b9)
1990,D,7(b9),1;3;5;b7;b9,"x,2,1,3,1,4","D,F#,C,Eb,A",3,52.92,D7(b9)
1991,D,7(b9),1;3;5;b7;b9,"2,x,1,3,1,x","A,F#,C,Eb",2,52.92,D7(b9)
1992,D,7(b9),1;3;5;b7;b9,"x,x,1,3,2,4","C,F#,A,Eb",2,52.92,D7(b9)
1993,D,7(b9),1;3;5;b7;b9,"x,x,1,3,2,4","Eb,A,C,F#",2,52.92,D7(b9)
1994,D,7(b9),1;3;5;b7;b9,"x,x,1,3,2,4","A,Eb,F#,C",2,52.92,D7(b9)
1995,D,7(b9),1;3;5;b7;b9,"x,x,1,3,2,4","Eb,A,C,F#",2,52.92,D7(b9)
1996,D,7(b9),1;3;5;b7;b9,"x,x,1,3,2,4","F#,C,Eb,A",2,52.92,D7(b9)
1997,D,m9,1;b3;5;b7;9,"x,0,x,2,1,0","A,A,C,E",2,61.74,Dm9
1998,D,m9,1;b3;5;b7;9,"x,2,1,3,4,x","D,F,C,E",2,61.74,Dm9
1999,D,m9,1;b3;5;b7;9,"1,3,1,1,1,4","D,A,C,F,A,E",4,61.74,Dm9
2000,D,m9,1;b3;5;b7;9,"x,x,1,3,3,3","F,C,E,A",2,61.74,Dm9
2001,D,m9,1;b3;5;b7;9,"x,x,1,1,1,3","C,F,A,E",2,61.74,Dm9
2002,D,m9,1;b3;5;b7;9,"x,x,2,4,1,3","A,E,F,C",2,61.74,Dm9
2003,D,13(b9),1;3;5;b7;b9;11;13,"x,2,1,3,1,4","D,F#,C,Eb,B",3,83.79,D13(b9)
1975,D,m6,1;b3;5;6,"x,1,x,3,2,4","D,D,F,B",2,44.1,Dm6
1974,D,m6,1;b3;5;6,"x,0,0,2,0,1","A,D,A,B,F",3,44.1,Dm6
1946,D,7(#5),1;3;#5;b7,"x,1,4,1,3,2","D,A#,C,F#,A#",3,44.1,D7(#5)
1972,D,7(#11),1;3;5;b7;#11,"x,x,x,1,3,2","D,G#,C",1,57.33,D7(#11)
1857,D,maj,1;3;5,"x,4,3,1,2,1","D,F#,A,D,F#",3,30.87,Dmaj
1856,D,maj,1;3;5,"x,x,0,1,3,2","D,A,D,F#",2,30.87,Dmaj
1855,D,maj,1;3;5,"1,3,4,2,1,1","D,A,D,F#,A,D",4,30.87,Dmaj
1854,D,maj,1;3;5,"x,1,3,3,3,x","D,A,D,F#",2,30.87,Dmaj
1853,D,maj,1;3;5,"x,0,0,1,3,2","A,D,A,D,F#",3,30.87,Dmaj
1852,D,aug,1;3;#5,"x,x,0,3,4,2","D,A#,D,F#",2,44.1,Daug
1851,D,aug,1;3;#5,"x,x,4,2,3,1","D,F#,A#,D",2,44.1,Daug
1850,D,aug,1;3;#5,"4,3,2,1,x,x","A#,D,F#,A#",2,44.1,Daug
1858,D,maj,1;3;5,"x,1,3,3,3,1","D,A,D,F#,A",3,30.87,Dmaj
1849,D,aug,1;3;#5,"x,3,2,1,1,x","D,F#,A#,D",2,44.1,Daug
1847,D,dim7,1;b3;b5;bb7,"2,x,1,3,1,x","D,Cb,F,Ab",2,44.1,Ddim7
1846,D,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","Ab,D,F,Cb",2,44.1,Ddim7
1845,D,dim7,1;b3;b5;bb7,"x,x,1,3,2,4","Cb,F,Ab,D",2,44.1,Ddim7
1844,D,dim7,1;b3;b5;bb7,"x,2,3,1,4,x","F,Cb,D,Ab",2,44.1,Ddim7
1843,D,dim7,1;b3;b5;bb7,"2,4,1,3,x,x","Ab,D,F,Cb",2,44.1,Ddim7
1842,D,7,1;3;5;b7,"x,0,4,1,1,x","A,C,D,F#",2,44.1,D7
1841,D,7,1;3;5;b7,"2,x,1,1,1,x","C,A,D,F#",2,44.1,D7
1840,D,7,1;3;5;b7,"x,x,1,3,2,4","D,A,C,F#",2,44.1,D7
1848,D,dim7,1;b3;b5;bb7,"x,2,3,1,4,x","D,Ab,Cb,F",2,44.1,Ddim7
1859,D,maj,1;3;5,"x,0,3,1,2,1","A,F#,A,D,F#",3,30.87,Dmaj
1860,D,maj,1;3;5,"x,x,0,3,4,1","D,D,F#,A",2,30.87,Dmaj
1861,D,maj,1;3;5,"x,4,3,1,2,x","D,F#,A,D",2,30.87,Dmaj
1880,D,m11,1;b3;5;b7;9;11,"2,x,3,4,1,x","D,C,F,G",2,66.15,Dm11
1879,D,sus2,1;2;5,"1,1,3,4,1,1","A,D,A,D,E,A",4,17.64,Dsus2
1878,D,sus2,1;2;5,"x,1,3,4,1,1","D,A,D,E,A",3,17.64,Dsus2
1877,D,sus2,1;2;5,"x,0,0,1,3,0","A,D,A,D,E",3,17.64,Dsus2
1876,D,sus2,1;2;5,"x,x,0,1,3,0","D,A,D,E",2,17.64,Dsus2
1875,D,maj9,1;3;5;7;9,"x,3,4,1,2,0","C#,F#,A,D,E",3,52.92,Dmaj9
1874,D,maj9,1;3;5;7;9,"x,0,4,1,2,1","A,D,E,A,C#",3,52.92,Dmaj9
1873,D,maj9,1;3;5;7;9,"x,2,1,4,3,x","D,F#,C#,E",2,52.92,Dmaj9
1872,D,maj9,1;3;5;7;9,"x,0,4,1,2,0","A,F#,A,C#,E",3,52.92,Dmaj9
1871,D,11,1;3;5;b7;9;11,"4,x,3,2,1,1","D,C,E,G,C",3,61.74,D11
1870,D,11,1;3;5;b7;9;11,"x,1,1,1,1,1","D,G,C,E,A",3,61.74,D11
1869,D,11,1;3;5;b7;9;11,"x,0,0,0,1,0","A,D,G,C,E",3,61.74,D11
1868,D,maj,1;3;5,"x,2,1,x,x,x","D,F#",0,30.87,Dmaj
1867,D,maj,1;3;5,"x,x,3,2,1,1","D,F#,A,D",2,30.87,Dmaj
1866,D,maj,1;3;5,"x,x,1,1,1,4","A,D,F#,D",2,30.87,Dmaj
1865,D,maj,1;3;5,"x,0,3,1,x,x","A,F#,A",1,30.87,Dmaj
1864,D,maj,1;3;5,"x,x,1,1,1,x","A,D,F#",1,30.87,Dmaj
1863,D,maj,1;3;5,"x,x,3,1,2,1","F#,A,D,F#",2,30.87,Dmaj
1862,D,maj,1;3;5,"2,1,x,4,x,x","D,F#,F#",1,30.87,Dmaj
1839,D,7,1;3;5;b7,"x,x,2,3,1,4","F#,C,D,A",2,44.1,D7
1881,D,m11,1;b3;5;b7;9;11,"x,x,1,3,4,1","F,C,E,G",2,66.15,Dm11
1838,D,7,1;3;5;b7,"1,x,2,4,3,x","D,C,F#,A",2,44.1,D7
1836,D,7,1;3;5;b7,"1,x,2,3,x,x","D,C,F#",1,44.1,D7
1812,D,7(#9),1;3;5;b7;#9,"1,3,1,2,1,4","D,A,C,F#,A,E#",4,52.92,D7(#9)
1811,D,7(#9),1;3;5;b7;#9,"2,1,3,3,3,x","D,F#,C,E#,A",3,52.92,D7(#9)
1810,D,7(#9),1;3;5;b7;#9,"x,2,1,3,4,x","D,F#,C,E#",2,52.92,D7(#9)
1809,D,13,1;3;5;b7;9;11;13,"x,x,1,2,3,4","C,F#,B,E",2,74.97,D13
1808,D,13,1;3;5;b7;9;11;13,"1,3,1,2,4,1","D,A,C,F#,B,D",4,74.97,D13
1807,D,13,1;3;5;b7;9;11;13,"x,0,1,2,2,4","A,F#,C,E,B",3,74.97,D13
1806,D,13,1;3;5;b7;9;11;13,"x,1,x,2,4,4","D,C,F#,B",2,74.97,D13
1805,D,13,1;3;5;b7;9;11;13,"x,x,1,3,3,4","F#,C,E,B",2,74.97,D13
1813,D,9,1;3;5;b7;9,"x,0,x,2,1,0","A,A,C,E",2,52.92,D9
1804,D,13,1;3;5;b7;9;11;13,"x,1,3,3,2,x","C,F#,B,D",2,74.97,D13
1802,D,13,1;3;5;b7;9;11;13,"x,2,1,3,0,4","D,F#,C,B,A",3,74.97,D13
1801,D,13,1;3;5;b7;9;11;13,"x,1,3,1,1,4","D,A,C,E,B",3,74.97,D13
1800,D,13,1;3;5;b7;9;11;13,"1,x,2,3,4,x","D,C,F#,B",2,74.97,D13
1799,D,13,1;3;5;b7;9;11;13,"1,x,1,2,3,4","D,C,F#,B,E",3,74.97,D13
1798,D,13,1;3;5;b7;9;11;13,"3,x,4,2,1,1","D,C,E,F#,B",3,74.97,D13
1797,D,13,1;3;5;b7;9;11;13,"x,2,1,3,3,4","D,F#,C,E,B",3,74.97,D13
1796,D,9(#5),1;3;#5;b7;9,"x,x,1,3,3,4","F#,C,E,A#",2,52.92,D9(#5)
1795,D,9(#5),1;3;#5;b7;9,"x,1,2,1,1,x","C,F#,A#,D",2,52.92,D9(#5)
1803,D,13,1;3;5;b7;9;11;13,"x,x,1,2,3,1","C,F#,B,D",2,74.97,D13
1814,D,9,1;3;5;b7;9,"x,2,1,3,4,x","D,F#,C,E",2,52.92,D9
1815,D,9,1;3;5;b7;9,"x,1,3,2,4,0","F#,C,E,A,E",3,52.92,D9
1816,D,9,1;3;5;b7;9,"2,x,0,3,1,0","F#,D,A,C,E",3,52.92,D9
1835,D,7,1;3;5;b7,"x,x,3,2,4,1","D,F#,C,D",2,44.1,D7
1834,D,7,1;3;5;b7,"x,x,1,1,1,3","A,D,F#,C",2,44.1,D7
1833,D,7,1;3;5;b7,"x,2,1,3,x,x","D,F#,C",1,44.1,D7
1832,D,7,1;3;5;b7,"x,3,2,4,1,x","D,F#,C,D",2,44.1,D7
1831,D,7,1;3;5;b7,"x,4,0,1,3,2","C,D,A,D,F#",3,44.1,D7
1830,D,7,1;3;5;b7,"x,x,0,2,1,3","D,A,C,F#",2,44.1,D7
1829,D,7,1;3;5;b7,"1,3,1,2,4,1","D,A,C,F#,C,D",4,44.1,D7
1828,D,7,1;3;5;b7,"x,1,3,1,4,1","D,A,C,F#,A",3,44.1,D7
1827,D,7,1;3;5;b7,"x,0,0,2,1,3","A,D,A,C,F#",3,44.1,D7
1826,D,maj13,1;3;5;7;9;11;13,"x,1,1,1,2,1","F#,B,E,A,C#",3,74.97,Dmaj13
1825,D,9b5,1;3;b5;b7;9,"2,1,3,1,1,4","D,F#,C,E,Ab,D",4,70.56,D9b5
1824,D,9b5,1;3;b5;b7;9,"1,2,1,3,4,1","Ab,D,F#,C,E,Ab",4,70.56,D9b5
1823,D,9b5,1;3;b5;b7;9,"x,x,0,1,2,0","D,Ab,C,E",2,70.56,D9b5
1822,D,9,1;3;5;b7;9,"2,x,1,3,3,3","A,F#,C,E,A",3,52.92,D9
1821,D,9,1;3;5;b7;9,"x,1,3,2,4,x","F#,C,E,A",2,52.92,D9
1820,D,9,1;3;5;b7;9,"x,x,1,3,2,1","D,A,C,E",2,52.92,D9
1819,D,9,1;3;5;b7;9,"x,1,3,1,1,1","D,A,C,E,A",3,52.92,D9
1818,D,9,1;3;5;b7;9,"x,2,x,1,3,0","C,A,D,E",2,52.92,D9
1817,D,9,1;3;5;b7;9,"x,2,1,3,3,3","D,F#,C,E,A",3,52.92,D9
1837,D,7,1;3;5;b7,"x,x,2,3,1,4","F#,C,D,A",2,44.1,D7
1973,D,7(#11),1;3;5;b7;#11,"2,x,3,4,1,x","D,C,F#,G#",2,57.33,D7(#11)
1882,D,m11,1;b3;5;b7;9;11,"x,x,2,3,1,4","C,F,G,D",2,66.15,Dm11
1884,D,m11,1;b3;5;b7;9;11,"x,2,1,3,4,1","D,F,C,E,G",3,66.15,Dm11
1948,D,7(#5),1;3;#5;b7,"x,x,1,2,3,1","C,F#,A#,D",2,44.1,D7(#5)
1947,D,7(#5),1;3;#5;b7,"1,x,1,2,3,1","D,C,F#,A#,D",3,44.1,D7(#5)
1945,D,7(#5),1;3;#5;b7,"x,1,2,1,1,x","C,F#,A#,D",2,44.1,D7(#5)
1944,D,6,1;3;5;6,"x,x,3,3,3,3","A,D,F#,B",2,26.46,D6
1943,D,6,1;3;5;6,"x,1,4,x,x,x","D,B",0,26.46,D6
1942,D,6,1;3;5;6,"x,x,x,2,3,4","D,F#,B",1,26.46,D6
1941,D,6,1;3;5;6,"x,x,0,3,x,x","D,B",0,26.46,D6
1940,D,6,1;3;5;6,"x,4,2,3,1,x","D,F#,B,D",2,26.46,D6
1949,D,7(#5),1;3;#5;b7,"1,x,2,3,4,x","D,C,F#,A#",2,44.1,D7(#5)
1939,D,6,1;3;5;6,"x,x,3,2,4,1","D,F#,B,D",2,26.46,D6
1937,D,6,1;3;5;6,"1,x,3,2,4,1","D,D,F#,B,D",3,26.46,D6
1936,D,6,1;3;5;6,"x,1,3,3,3,3","D,A,D,F#,B",3,26.46,D6
1935,D,6,1;3;5;6,"x,0,0,1,0,2","A,D,A,B,F#",3,26.46,D6
